specialisation,subspecialisation,name,lga,workspaceName,latitude,longitude
Asset,Substation,Karabar,Queanbeyan-Palerang,Queanbeyan-Palerang Asset Model,-35.36912794,149.2275368
Asset,Substation,Googong Town,Queanbeyan-Palerang,Queanbeyan-Palerang Asset Model,-35.4330218,149.2182987
Asset,Substation,Bungendore,Queanbeyan-Palerang,Queanbeyan-Palerang Asset Model,-35.25365582,149.4362758
Asset,Substation,Capital Hill Wind Farm,Queanbeyan-Palerang,Queanbeyan-Palerang Asset Model,-35.18739877,149.5230093
Asset,Wind Farm,Capital Hill Wind Farm,Queanbeyan-Palerang,Queanbeyan-Palerang Asset Model,-35.16603062,149.5185686
Asset,Wind Farm,Woodlawn Wind Farm,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-35.0860597,149.5716058
Asset,Biogas Plant,Woodlawn Bioreactor,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-35.05900246,149.576905
Asset,Substation,Captains Flat,Queanbeyan-Palerang,Queanbeyan-Palerang Asset Model,-35.59169858,149.4402618
Asset,Fuel Depot,Bombala,Snowy Monaro,Snowy Monaro Asset Model,-36.9044838,149.2413406
Asset,Substation,Bombala,Snowy Monaro,Snowy Monaro Asset Model,-36.89124071,149.2433445
Asset,University,Country Universities Centre - Snowy Monaro (Cooma),Snowy Monaro,Snowy Monaro Asset Model,-36.23554402,149.1283258
Asset,Fuel Depot,Snowstop,Snowy Monaro,Snowy Monaro Asset Model,-36.22816658,149.1358032
Asset,Substation,Cooma,Snowy Monaro,Snowy Monaro Asset Model,-36.21819931,149.1402751
Asset,Substation,Providence Portal,Snowy Monaro,Snowy Monaro Asset Model,-35.9400704,148.6358481
Asset,Substation,Adaminaby,Snowy Monaro,Snowy Monaro Asset Model,-36.00287677,148.7008762
Asset,Substation,Springfield,Snowy Monaro,Snowy Monaro Asset Model,-36.5764788,149.1268993
Asset,Wind Farm,Boco Rock,Snowy Monaro,Snowy Monaro Asset Model,-36.57631059,149.1267246
Asset,Substation,Steeple Flat,Snowy Monaro,Snowy Monaro Asset Model,-36.57142236,149.3683566
Asset,Substation,Munyang,Snowy Monaro,Snowy Monaro Asset Model,-36.35104851,148.411784
Asset,Substation,Guthega,Snowy Monaro,Snowy Monaro Asset Model,-36.34944291,148.4134294
Asset,Pumped Hydropower,Guthega,Snowy Monaro,Snowy Monaro Asset Model,-36.350098,148.413528
Asset,Substation,Snowy Adit,Snowy Monaro,Snowy Monaro Asset Model,-36.29452964,148.5093251
Asset,Substation,Jindabyne,Snowy Monaro,Snowy Monaro Asset Model,-36.41475631,148.5980544
Asset,Pumped Hydropower,Jindabyne Dam Mini Hydro,Snowy Monaro,Snowy Monaro Asset Model,-36.43514967,148.6332501
Asset,Substation,East Jindabyne,Snowy Monaro,Snowy Monaro Asset Model,-36.40760297,148.6803663
Asset,University,University of Wollongong - Batemans Bay Education Centre,Eurobodalla,Eurobodalla Asset Model,-35.721378,150.192482
Asset,Substation,Batemans Bay,Eurobodalla,Eurobodalla Asset Model,-35.71790493,150.1752487
Asset,Substation,Black Range,Bega Valley,Bega Valley Asset Model,-36.71582471,149.8411272
Asset,Substation,Bega South,Bega Valley,Bega Valley Asset Model,-36.6938351,149.8322188
Asset,Substation,Bega,Bega Valley,Bega Valley Asset Model,-36.68518913,149.8338315
Asset,University,University of Wollongong - Bega Education Centre,Bega Valley,Bega Valley Asset Model,-36.6778,149.840089
Asset,Community Energy Organisation,Clean Energy for Eternity Bega,Bega Valley,Bega Valley Asset Model,-36.6740211,149.8433321
Asset,Fuel Depot,Bega,Bega Valley,Bega Valley Asset Model,-36.66816711,149.8285675
Asset,Substation,Edrom,Bega Valley,Bega Valley Asset Model,-37.10346137,149.9346946
Asset,Substation,Brogo,Bega Valley,Bega Valley Asset Model,-36.5487688,149.8093382
Asset,Substation,Cobargo,Bega Valley,Bega Valley Asset Model,-36.38996322,149.8936844
Asset,Substation,Brown Mountain,Bega Valley,Bega Valley Asset Model,-36.595107,149.473841
Asset,Pumped Hydropower,Brown Mountain,Bega Valley,Bega Valley Asset Model,-36.59508977,149.4740422
Asset,Substation,Eden,Bega Valley,Bega Valley Asset Model,-37.06284104,149.8879486
Asset,Fuel Depot,Eden,Bega Valley,Bega Valley Asset Model,-37.05709839,149.9038544
Asset,Fuel Depot,Eden,Bega Valley,Bega Valley Asset Model,-37.03847885,149.8915405
Asset,Substation,Bald Hills,Bega Valley,Bega Valley Asset Model,-36.91321298,149.8517477
Asset,Substation,Millingandi ,Bega Valley,Bega Valley Asset Model,-36.90155837,149.8651356
Asset,Community Energy Organisation,Southcoast Health and Sustainability Alliance (SHASA),Eurobodalla,Eurobodalla Asset Model,-35.9121848,150.080328
Asset,Fuel Depot,Moruya,Eurobodalla,Eurobodalla Asset Model,-35.91049957,150.0711441
Asset,Substation,Moruya North,Eurobodalla,Eurobodalla Asset Model,-35.87537392,150.0909898
Asset,Community Energy Organisation,Clean Energy for Eternity Bermagui,Bega Valley,Bega Valley Asset Model,-36.42723614,150.0764149
Asset,Fuel Depot,Goulburn,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.77420998,149.7089844
Asset,Substation,Goulburn,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.76945811,149.7311585
Asset,Fuel Depot,Goulburn,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.76213074,149.7171173
Asset,Community Energy Organisation,Community Energy for Goulburn,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.75674088,149.7135079
Asset,University,Country Universities Centre - Goulburn,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.74996061,149.7056406
Asset,University,Charles Sturt University - School of Policing Studies (Goulburn),Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.733796,149.730114
Asset,Wind Farm,Cullerin Range Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.80498162,149.4001296
Asset,Substation,Cullerin Range Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.79553016,149.3981759
Asset,Substation,Brisbane Grove,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.7850451,149.7053943
Asset,Wind Farm,Gunning,Upper Lachlan,Upper Lachlan Asset Model,-34.69773447,149.3861257
Asset,Substation,Gunning Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.6958309,149.3831752
Asset,Wind Farm,Gullen Range Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.69037507,149.4841144
Asset,Substation,Marulan,Goulburn Mulwaree,Goulburn Mulwaree Asset Model,-34.6153365,150.0519305
Asset,Wind Farm,Gullen Range Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.61491677,149.4597433
Asset,Substation,Gullen Range Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.61404151,149.4576816
Asset,Solar Farm,Gullen Solar Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.60879627,149.4744926
Asset,Wind Farm,Crookwell Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.5165,149.54248
Asset,Substation,Bannaby,Upper Lachlan,Upper Lachlan Asset Model,-34.4417455,150.051059
Asset,Wind Farm,Taralga Wind Farm,Upper Lachlan,Upper Lachlan Asset Model,-34.43144117,149.8651845
Asset,Substation,Yass,Yass Valley,Yass Valley Asset Model,-34.86259933,148.9040628
Asset,Substation,Berremangra,Hilltops,Hilltops Asset Model,-34.872434,148.536375
Asset,Wind Farm,Rye Park,Hilltops,Hilltops Asset Model,-34.633023,148.953104
Asset,Substation,Burrinjuck,Yass Valley,Yass Valley Asset Model,-35.00094752,148.5824659
Asset,Pumped Hydropower,Burrinjuck Power Station,Yass Valley,Yass Valley Asset Model,-35.00252,148.583393
Asset,Wind Farm,Bango Wind Farm,Yass Valley,Yass Valley Asset Model,-34.60577782,148.8695573
Asset,TAFE,Young,Hilltops,Hilltops Asset Model,-34.316115,148.290895
Asset,Pumped Hydropower,Wyangala A,Hilltops,Hilltops Asset Model,-33.980989,148.947306
Asset,Substation,Murrumburrah,Hilltops,Hilltops Asset Model,-34.5416515,148.3133775
Asset,Wheat Farm,Kalyx Young,Hilltops,Hilltops Asset Model,-34.5167,148.51339
Asset,Wheat Farm,Kalyx Young,Hilltops,Hilltops Asset Model,-34.5167,148.51339
Asset,Wind Farm,Bango,Hilltops,Hilltops Asset Model,-34.551746,148.732157
Asset,Wheat Farm,Kalyx Young,Hilltops,Hilltops Asset Model,-34.5167,148.51339
Asset,Community Energy Organisation,Electrify Bouddi Inc,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.52305036,151.3700993
Asset,Substation,Sommersby,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.41435124,151.2928114
Asset,Community Energy Organisation,Central Coast Community Energy Association Inc. (CCCE),Central Coast (NSW),Central Coast (NSW) Asset Model,-33.42374179,151.342138
Asset,Substation,West Gosford,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.42099671,151.3317101
Asset,Substation,Gosford,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.411398,151.3298205
Asset,Community Energy Organisation,Narara Ecovillage Co-operative Ltd,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.39489204,151.3437401
Asset,Fossil Fuel Power Station,Munmorah,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.211691,151.541837
Asset,Natural Gas Power Station,Colongra,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.209869,151.544785
Asset,Substation,Munmorah,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.20980153,151.5401028
Asset,Substation,Berkeley Vale,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.32939505,151.4208089
Asset,Substation,Lake Munmorah,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.18885933,151.5774135
Asset,Fossil Fuel Power Station,Vales Point B,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.160745,151.543146
Asset,Substation,Vales Point,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.15916442,151.5416646
Asset,University,University of Newcastle - Central Coast campus,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.356951,151.377495
Asset,Substation,Ourimbah,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.350008,151.370504
Asset,Substation,Tuggerah,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.308009,151.4334605
Asset,Fuel Depot,Tuggerah,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.29428864,151.4216003
Asset,Substation,Charmhaven,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.24467898,151.4920904
Asset,Substation,Wyong,Central Coast (NSW),Central Coast (NSW) Asset Model,-33.26719515,151.4378805
Asset,Substation,Panorama,Bathurst,Bathurst Asset Model,-33.43021987,149.5213612
Asset,Fuel Depot,Oberon,Oberon,Oberon Asset Model,-33.69506836,149.8568878
Asset,Substation,Oberon,Oberon,Oberon Asset Model,-33.68729985,149.8567731
Asset,Fuel Depot,Bathurst,Bathurst,Bathurst Asset Model,-33.43804932,149.5779724
Asset,University,Charles Sturt University - Bathurst campus,Bathurst,Bathurst Asset Model,-33.428912,149.565925
Asset,Wheat Farm,NSW DPI,Lachlan,Lachlan Asset Model,-33.29836025,146.373868
Asset,Wheat Farm,NSW DPI,Lachlan,Lachlan Asset Model,-33.0884162,147.1473748
Asset,Agricultural Service,Hutcheon & Pearce - Condobolin,Lachlan,Lachlan Asset Model,-33.07837601,147.1639254
Asset,Wheat Farm,NSW DPI,Lachlan,Lachlan Asset Model,-33.0645,147.21793
Asset,Major Project,Sunrise Battery Materials Complex,Lachlan,Lachlan Asset Model,-32.78152073,147.4364188
Asset,Substation,Cowra,Cowra,Cowra Asset Model,-33.849724,148.675785
Asset,Agricultural Service,Hutcheon & Pearce - Cowra,Cowra,Cowra Asset Model,-33.84366575,148.6738835
Asset,Fuel Depot,Cowra,Cowra,Cowra Asset Model,-33.83802414,148.6977844
Asset,University,Country Universities Centre - Cowra Region,Cowra,Cowra Asset Model,-33.83557194,148.6958749
Asset,Community Energy Organisation,CLEAN Cowra,Cowra,Cowra Asset Model,-33.83406681,148.6864316
Asset,Wheat Farm,Kalyx Young,Cowra,Cowra Asset Model,-33.62152,148.66916
Asset,Wheat Farm,Kalyx Young,Cowra,Cowra Asset Model,-33.62152,148.66916
Asset,Solar Farm,Jemalong Solar Farm,Forbes,Forbes Asset Model,-33.388905,147.66882
Asset,Fuel Depot,Forbes,Forbes,Forbes Asset Model,-33.37757492,148.0102081
Asset,Substation,Forbes,Forbes,Forbes Asset Model,-33.36528754,148.0196618
Asset,Agricultural Service,Hutcheon & Pearce - Forbes,Forbes,Forbes Asset Model,-33.32644646,148.0613102
Asset,Wheat Farm,Kalyx Young,Weddin,Weddin Asset Model,-33.9609,147.84082
Asset,Wheat Farm,Kalyx Young,Weddin,Weddin Asset Model,-33.9609,147.84082
Asset,University,Country Universities Centre - Parkes,Parkes,Parkes Asset Model,-33.13538927,148.1725808
Asset,Solar Farm,Trundle Solar Farm,Parkes,Parkes Asset Model,-32.931591,147.730931
Asset,Wheat Farm,NSW DPI,Parkes,Parkes Asset Model,-32.94353684,148.0253157
Asset,Wheat Farm,NSW DPI,Parkes,Parkes Asset Model,-32.94353684,148.0253157
Asset,Substation,North Parkes,Parkes,Parkes Asset Model,-32.9169905,148.052871
Asset,Substation,Parkes,Parkes,Parkes Asset Model,-33.10273408,148.0749899
Asset,Solar Farm,Parkes Solar Farm,Parkes,Parkes Asset Model,-33.10273408,148.0749899
Asset,Solar Farm,Goonumbla Solar Farm,Parkes,Parkes Asset Model,-33.10509872,148.0920315
Asset,Solar Farm,Peak Hill Solar Farm,Parkes,Parkes Asset Model,-32.739395,148.180988
Asset,Fuel Depot,West Wyalong,Bland,Bland Asset Model,-33.93438721,147.2154541
Asset,Fuel Depot,West Wyalong,Bland,Bland Asset Model,-33.9257946,147.1978149
Asset,TAFE,WEST WYALONG,Bland,Bland Asset Model,-33.91639326,147.1994254
Asset,Solar Farm,Wyalong Solar Farm,Bland,Bland Asset Model,-33.893815,147.317694
Asset,Solar Farm,West Wyalong Solar Farm,Bland,Bland Asset Model,-33.80902417,147.3265323
Asset,Wheat Farm,NSW DPI,Bland,Bland Asset Model,-33.69235995,147.3566613
Asset,Substation,Wallerawang,Lithgow,Lithgow Asset Model,-33.40641184,150.0810697
Asset,Substation,Wallerawang,Lithgow,Lithgow Asset Model,-33.40318111,150.080755
Asset,Fossil Fuel Power Station,Wallerawang C,Lithgow,Lithgow Asset Model,-33.40282363,150.083345
Asset,Substation,Mount Piper,Lithgow,Lithgow Asset Model,-33.36388454,150.0261141
Asset,Fossil Fuel Power Station,Mt Piper,Lithgow,Lithgow Asset Model,-33.35889223,150.0313223
Asset,Substation,Mount Piper 132,Lithgow,Lithgow Asset Model,-33.35124294,150.0226459
Asset,University,Country Universities Centre - Mudgee Region,Mid-Western,Mid-Western Asset Model,-32.59686782,149.5793415
Asset,Substation,Mudgee,Mid-Western,Mid-Western Asset Model,-32.58596233,149.5693477
Asset,Substation,Ilford,Mid-Western,Mid-Western Asset Model,-32.95953657,149.8635928
Asset,Substation,Wollar,Mid-Western,Mid-Western Asset Model,-32.41167146,149.9532661
Asset,Fuel Depot,Gulgong,Mid-Western,Mid-Western Asset Model,-32.35945511,149.5461807
Asset,Substation,Beryl,Mid-Western,Mid-Western Asset Model,-32.3480975,149.4613985
Asset,Solar Farm,Beryl Solar Farm,Mid-Western,Mid-Western Asset Model,-32.34759864,149.4584119
Asset,Wheat Farm,Kalyx Young,Blayney,Blayney Asset Model,-33.72492,149.02068
Asset,Wind Farm,Blayney Wind Farm,Blayney,Blayney Asset Model,-33.62189,149.19821
Asset,Substation,Cadia,Blayney,Blayney Asset Model,-33.46635289,148.9928177
Asset,Fuel Depot,Orange,Orange,Orange Asset Model,-33.29530335,149.1018524
Asset,Community Energy Organisation,Orange Community Regional Energy Park,Orange,Orange Asset Model,-33.28175118,149.0865821
Asset,Substation,Orange,Orange,Orange Asset Model,-33.2796915,149.1059045
Asset,Substation,Orange North,Orange,Orange Asset Model,-33.27421182,149.1084163
Asset,Fuel Depot,Orange,Orange,Orange Asset Model,-33.27183533,149.1078796
Asset,University,Charles Sturt University - Orange campus,Orange,Orange Asset Model,-33.260483,149.110801
Asset,Wheat Farm,Kalyx Young,Orange,Orange Asset Model,-33.41487,149.20077
Asset,Substation,Molong,Cabonne,Cabonne Asset Model,-33.08688954,148.8989584
Asset,Substation,Manildra,Cabonne,Cabonne Asset Model,-33.17989697,148.7169484
Asset,Solar Farm,Manildra Solar Farm,Cabonne,Cabonne Asset Model,-33.17328154,148.718033
Asset,University,Country Universities Centre - Clarence Valley (Grafton),Clarence Valley,Clarence Valley Asset Model,-29.68819903,152.9330525
Asset,Fuel Depot,Grafton,Clarence Valley,Clarence Valley Asset Model,-29.67012215,152.9181671
Asset,Substation,Koolkhan,Clarence Valley,Clarence Valley Asset Model,-29.61617413,152.9328597
Asset,Pumped Hydropower,Nymboida,Clarence Valley,Clarence Valley Asset Model,-29.925738,152.741708
Asset,Community Energy Organisation,"Climate Change Australia, Clarence Valley Branch",Clarence Valley,Clarence Valley Asset Model,-29.878107,152.635762
Asset,Community Energy Organisation,Clarence Valley Conservation Coalition Inc (CVCC),Clarence Valley,Clarence Valley Asset Model,-29.43670374,153.3585806
Asset,Biomass Plant,Harwood,Clarence Valley,Clarence Valley Asset Model,-29.4230222,153.2475638
Asset,Community Energy Organisation,Bellingen Shire Electricity Alliance,Bellingen,Bellingen Asset Model,-30.45223955,152.8979286
Asset,University,Southern Cross University - Coffs Harbour Education Campus,Coffs Harbour,Coffs Harbour Asset Model,-30.326472,153.101846
Asset,Community Energy Organisation,Coffs Coast Climate Action Group,Coffs Harbour,Coffs Harbour Asset Model,-30.30312721,153.1243394
Asset,Substation,Coffs Harbour,Coffs Harbour,Coffs Harbour Asset Model,-30.25283746,153.0369103
Asset,Substation,Dorrigo,Bellingen,Bellingen Asset Model,-30.33143276,152.7121967
Asset,Substation,Boambee South,Coffs Harbour,Coffs Harbour Asset Model,-30.34512337,153.0673105
Asset,Substation,Raleigh,Bellingen,Bellingen Asset Model,-30.46264602,153.0012939
Asset,Fuel Depot,Woolgoolga,Coffs Harbour,Coffs Harbour Asset Model,-30.1257515,153.1942825
Asset,Fuel Depot,Bourke,Bourke,Bourke Asset Model,-30.09507179,145.9414291
Asset,Fuel Depot,Coonamble,Coonamble,Coonamble Asset Model,-30.95410252,148.3792877
Asset,Wheat Farm,NSW DPI,Coonamble,Coonamble Asset Model,-30.95438801,148.3884627
Asset,Wheat Farm,NSW DPI,Coonamble,Coonamble Asset Model,-30.95438801,148.3884627
Asset,Wheat Farm,NSW DPI,Coonamble,Coonamble Asset Model,-31.01057,148.52656
Asset,Solar Farm,Nyngan Solar Plant,Bogan,Bogan Asset Model,-31.55274036,147.085352
Asset,Wheat Farm,NSW DPI,Bogan,Bogan Asset Model,-31.5591431,147.188967
Asset,Substation,Nyngan,Bogan,Bogan Asset Model,-31.57832735,147.1923275
Asset,Substation,Nevertire,Warren,Warren Asset Model,-31.8351722,147.7226856
Asset,Wheat Farm,NSW DPI,Walgett,Walgett Asset Model,-30.1972,148.09926
Asset,Wheat Farm,NSW DPI,Walgett,Walgett Asset Model,-30.02149109,148.1167169
Asset,Wheat Farm,NSW DPI,Walgett,Walgett Asset Model,-30.02149109,148.1167169
Asset,Substation,Broken Hill,Broken Hill,Broken Hill Asset Model,-31.98625687,141.4192561
Asset,Natural Gas Power Station,Broken Hill,Broken Hill,Broken Hill Asset Model,-31.986296,141.420334
Asset,Fuel Depot,Broken Hill,Broken Hill,Broken Hill Asset Model,-31.98711586,141.4308319
Asset,Fuel Depot,Broken Hill,Broken Hill,Broken Hill Asset Model,-31.9865284,141.430954
Asset,Fuel Depot,Broken Hill,Broken Hill,Broken Hill Asset Model,-31.98440552,141.4329376
Asset,University,Country Universities Centre - Far West,Broken Hill,Broken Hill Asset Model,-31.96245021,141.4608352
Asset,Major Project,Hawsons Iron Project,Unincorporated NSW,Unincorporated NSW Asset Model,-32.38552556,141.0606146
Asset,Major Project,Broken Hill Cobalt Project,Unincorporated NSW,Unincorporated NSW Asset Model,-32.093637,141.1698126
Asset,Wind Farm,Silverton Wind Farm,Unincorporated NSW,Unincorporated NSW Asset Model,-31.80676069,141.2686464
Asset,Solar Farm,Broken Hill Solar Plant,Unincorporated NSW,Unincorporated NSW Asset Model,-31.98670743,141.3915455
Asset,Fuel Depot,Darling River Fuels,Central Darling,Central Darling Asset Model,-31.56228638,143.3758392
Asset,Wheat Farm,NSW DPI,Warrumbungle,Warrumbungle Asset Model,-31.82552928,149.7177852
Asset,Wheat Farm,NSW DPI,Warrumbungle,Warrumbungle Asset Model,-31.82552928,149.7177852
Asset,Wheat Farm,NSW DPI,Warrumbungle,Warrumbungle Asset Model,-31.57386,149.73
Asset,Fuel Depot,Dubbo,Dubbo,Dubbo Asset Model,-32.24432373,148.6102676
Asset,Fuel Depot,Dubbo,Dubbo,Dubbo Asset Model,-32.2444725,148.6111526
Asset,Fuel Depot,Dubbo,Dubbo,Dubbo Asset Model,-32.2447319,148.6123962
Asset,Fuel Depot,Dubbo,Dubbo,Dubbo Asset Model,-32.24538422,148.6150818
Asset,University,Charles Sturt University - Dubbo campus,Dubbo,Dubbo Asset Model,-32.236261,148.629283
Asset,Regional Delivery Partner,Local Land Services,Dubbo,Dubbo Asset Model,-32.25635295,148.6221086
Asset,Substation,Dubbo,Dubbo,Dubbo Asset Model,-32.24875901,148.6293558
Asset,Substation,Dubbo South,Dubbo,Dubbo Asset Model,-32.26936082,148.6298749
Asset,Solar Farm,South Keswick Solar Farm,Dubbo,Dubbo Asset Model,-32.27276235,148.6491958
Asset,Substation,Dubbo West,Dubbo,Dubbo Asset Model,-32.24023621,148.5804297
Asset,Wheat Farm,NSW DPI,Dubbo,Dubbo Asset Model,-32.33420484,148.7571906
Asset,Wheat Farm,NSW DPI,Dubbo,Dubbo Asset Model,-32.33420484,148.7571906
Asset,Wheat Farm,NSW DPI,Gilgandra,Gilgandra Asset Model,-31.71170856,148.6634155
Asset,Wheat Farm,NSW DPI,Gilgandra,Gilgandra Asset Model,-31.71170856,148.6634155
Asset,Wheat Farm,NSW DPI,Narromine,Narromine Asset Model,-32.03180948,147.9839108
Asset,Wheat Farm,NSW DPI,Narromine,Narromine Asset Model,-32.03180948,147.9839108
Asset,Substation,Narromine ,Narromine,Narromine Asset Model,-32.23605765,148.2468823
Asset,Solar Farm,Narromine Solar Farm,Narromine,Narromine Asset Model,-32.21846958,148.2534246
Asset,Substation,Narromine South,Narromine,Narromine Asset Model,-32.25842934,148.26351
Asset,Pumped Hydropower,Burrendong,Dubbo,Dubbo Asset Model,-32.664616,149.107986
Asset,Substation,Burrendong Dam,Dubbo,Dubbo Asset Model,-32.66374345,149.1077254
Asset,Solar Farm,Suntop Solar Farm,Dubbo,Dubbo Asset Model,-32.580478,148.837642
Asset,Substation,Wellington Town,Dubbo,Dubbo Asset Model,-32.57035042,148.9547361
Asset,Substation,Wellington,Dubbo,Dubbo Asset Model,-32.52717028,148.9631647
Asset,Wind Farm,Bodangora Wind Farm,Dubbo,Dubbo Asset Model,-32.41460016,149.0997951
Asset,Substation,Rothbury,Cessnock,Cessnock Asset Model,-32.71211915,151.3276606
Asset,Biodiesel Refinery,Bloomfield,Cessnock,Cessnock Asset Model,-32.79564427,151.5870362
Asset,Fuel Depot,Dungog,Dungog,Dungog Asset Model,-32.42761993,151.5505829
Asset,Community Energy Organisation,Sustaining the Williams Valley,Dungog,Dungog Asset Model,-32.39991115,151.7577851
Asset,Fossil Fuel Power Station,Hunter,Cessnock,Cessnock Asset Model,-32.836021,151.450471
Asset,Substation,Capral,Cessnock,Cessnock Asset Model,-32.7856318,151.4795463
Asset,Natural Gas Power Station,Capral (Aluminium Smelter),Cessnock,Cessnock Asset Model,-32.789723,151.481305
Asset,Substation,Kurri,Cessnock,Cessnock Asset Model,-32.805985,151.5001815
Asset,Solar Farm,Singleton Solar Farm,Singleton,Singleton Asset Model,-32.59238451,151.1812087
Asset,Fuel Depot,Singleton,Singleton,Singleton Asset Model,-32.62438206,151.1023206
Asset,Fossil Fuel Power Station,Redbank,Singleton,Singleton Asset Model,-32.580206,151.071936
Asset,Substation,Redbank,Singleton,Singleton Asset Model,-32.57954394,151.0725313
Asset,Substation,Singleton,Singleton,Singleton Asset Model,-32.5314075,151.076202
Asset,Fossil Fuel Power Station,Glennies Creek,Singleton,Singleton Asset Model,-32.459843,151.128627
Asset,Hydrogen Hub,Hunter Valley Hydrogen Hub,Maitland,Maitland Asset Model,-32.738609,151.548587
Asset,Substation,Tomago,Port Stephens,Port Stephens Asset Model,-32.82177396,151.7141514
Asset,Natural Gas Power Station,Tomago Aluminium Smelter,Port Stephens,Port Stephens Asset Model,-32.82165122,151.7178091
Asset,Substation,Tomago 132,Port Stephens,Port Stephens Asset Model,-32.8151195,151.7652155
Asset,Substation,Brandy Hill,Port Stephens,Port Stephens Asset Model,-32.67054973,151.7036703
Asset,Substation,Bayswater,Muswellbrook,Muswellbrook Asset Model,-32.3994582,150.9460989
Asset,Fossil Fuel Power Station,Bayswater,Muswellbrook,Muswellbrook Asset Model,-32.39527,150.94913
Asset,Natural Gas Power Station,Hunter Valley,Muswellbrook,Muswellbrook Asset Model,-32.389253,150.966396
Asset,Solar Farm,Liddell Solar Thermal,Muswellbrook,Muswellbrook Asset Model,-32.37606915,150.9796673
Asset,Hydrogen Hub,Hunter Energy Hub,Muswellbrook,Muswellbrook Asset Model,-32.371944,150.977222
Asset,Fossil Fuel Power Station,Liddell,Muswellbrook,Muswellbrook Asset Model,-32.371267,150.97757
Asset,Substation,Liddell,Muswellbrook,Muswellbrook Asset Model,-32.37124072,150.9750383
Asset,Substation,Mitchell,Muswellbrook,Muswellbrook Asset Model,-32.2950665,150.876708
Asset,Fuel Depot,Muswellbrook,Muswellbrook,Muswellbrook Asset Model,-32.26560593,150.8867264
Asset,Substation,Muswellbrook 132,Muswellbrook,Muswellbrook Asset Model,-32.245446,150.911306
Asset,Substation,Muswellbrook 330,Muswellbrook,Muswellbrook Asset Model,-32.222211,150.941673
Asset,Pumped Hydropower,Glenbawn,Upper Hunter,Upper Hunter Asset Model,-32.109661,150.998154
Asset,Substation,Dapto,Wollongong,Wollongong Asset Model,-34.534632,150.781179
Asset,Substation,Tallawarra,Wollongong,Wollongong Asset Model,-34.52224741,150.8071537
Asset,Natural Gas Power Station,Tallawarra,Wollongong,Wollongong Asset Model,-34.522778,150.808056
Asset,Hydrogen Hub,Tallawarra B Dual Fuel Capable Gas/Hydrogen Power Plant,Wollongong,Wollongong Asset Model,-34.52278,150.80806
Asset,Hydrogen Hub,Illawarra Hydrogen Technology Hub,Wollongong,Wollongong Asset Model,-34.4735,150.88685
Asset,Hydrogen Hub,Port Kembla Hydrogen Hub,Wollongong,Wollongong Asset Model,-34.468155,150.89124
Asset,Fuel Terminal,Port Kembla,Wollongong,Wollongong Asset Model,-34.46924591,150.8939133
Asset,Fuel Depot,Port Kembla,Wollongong,Wollongong Asset Model,-34.47087479,150.8946381
Asset,Fuel Depot,Port Kembla,Wollongong,Wollongong Asset Model,-34.4696312,150.8956451
Asset,Hydrogen Hub,ScaleH2,Wollongong,Wollongong Asset Model,-34.4667,150.9
Asset,Fossil Fuel Power Station,West Illawarra Leagues Club,Wollongong,Wollongong Asset Model,-34.451537,150.842907
Asset,Substation,Spring Hill,Wollongong,Wollongong Asset Model,-34.45915119,150.8604919
Asset,Hydrogen Hub,Port Kembla Hydrogen Refuelling Facility,Wollongong,Wollongong Asset Model,-34.48358,150.905792
Asset,Substation,Woonona,Wollongong,Wollongong Asset Model,-34.3414145,150.8818505
